Temp_C,Current_A,Vibration_RMS_g,Load_Level,Status
54.96714153011233,7.061189175981159,0.017809203564390974,High,Normal
66.70243105930268,2.6892904659099206,0.02862624414094921,Low,Warning
56.47688538100692,6.150874380448294,0.0033523220098195337,Medium,Normal
65.23029856408026,3.761523083677264,0.003056809337272437,Low,Normal
47.658466252766644,4.345194387258095,0.008286746093430329,Medium,Normal
68.92263869810265,5.095208533733835,0.020779897336333057,Medium,Warning
65.79212815507391,4.761017896546882,0.012935740340534414,Medium,Normal
97.39888878620948,6.757550659138181,0.060838498666780275,Medium,Failure
45.30525614065048,7.763624042326633,0.010247596014667298,High,Normal
75.24494239116667,7.268818437517794,0.02468524474571796,High,Warning
45.365823071875376,4.7073670137477395,0.005275511900519815,Medium,Normal
45.34270246429743,6.868797253458168,0.005336526299106792,Medium,Normal
52.41962271566034,4.20460967732405,0.010884181387858483,Medium,Normal
30.86719755342202,3.035605112511032,0.011018591925099571,Low,Normal
32.75082167486967,5.10882602840115,0.0082490693424964,Medium,Normal
44.37712470759027,2.662194283030559,0.0031892153432130175,Low,Normal
96.48006091724127,13.073389180645535,0.06825273244782773,High,Failure
53.142473325952736,3.5948745011205157,0.007510204902594313,Low,Normal
40.91975924478789,1.7999382415340426,0.010626049773102263,Low,Normal
35.87696298664709,-2.2544153916769547,0.011911944115453588,Low,Normal
64.65648768921554,4.745887362270816,0.010624263371908613,Medium,Normal
69.12735793773811,5.641404979478295,0.022950498776796682,Medium,Warning
74.93810725614338,7.67547275628665,0.025978825017142992,High,Warning
35.75251813786544,1.5299788714988116,0.013179957154672035,Low,Normal
83.32607058638408,16.391928949808978,0.04277208508832079,High,Failure
51.10922589709866,4.025681621650304,0.00912701580364457,Medium,Normal
38.490064225776976,4.876713490523813,0.0137245271434274,Medium,Normal
53.75698018345672,5.01155915548295,0.006502504926229189,Medium,Normal
75.73111300720987,11.344636252342564,0.05195289068949027,High,Failure
47.083062502067236,0.9339966768296488,0.012088952249247789,Low,Normal
43.98293387770603,6.431682014642634,0.014586644335844546,Medium,Normal
68.52278184508938,6.669041517899125,0.012560218131962547,Medium,Normal
70.91228278883537,6.913354627248831,0.027976618704041462,Medium,Warning
39.422890710440996,5.9749522406927085,0.015864195857043868,Medium,Normal
58.225449121031886,4.585758385237144,0.014228676428672975,Medium,Normal
68.96469977635496,8.864739792123133,0.044812965099199395,High,Warning
52.08863595004755,5.8970699888825315,0.012621027065400735,Medium,Normal
54.29620421397759,5.077081906969621,0.0226054002419369,Medium,Warning
36.71813951101569,4.995098433760302,0.015553543946559854,Medium,Normal
51.96861235869123,5.8813109559170185,0.015340684152247572,Medium,Normal
57.38466579995411,4.909776001095783,0.010515362222241463,Medium,Normal
51.7136828118997,4.111963605401854,0.006390299822230607,Medium,Normal
48.843517176117594,2.6400572468463683,0.008442881310768412,Low,Normal
79.99614616141582,10.18123536659277,0.059814942169496385,High,Failure
35.214780096325725,7.946738014463609,0.010833038221248177,High,Normal
42.801557916052914,2.7947101534369385,0.012711566311665076,Low,Normal
65.51271614293015,7.006258504409763,0.03350551822088027,High,Warning
60.57122226218915,6.429051224373424,0.011234889953354558,Medium,Normal
53.43618289568462,1.5757870041852633,0.009674297228318354,Low,Normal
32.36959844637266,6.217040873488945,0.006745945352735972,Medium,Normal
53.24083969394795,5.0362644538104355,-0.0032879227006822574,Medium,Normal
46.149177195836835,4.833095307665017,0.008488157506406108,Medium,Normal
64.67713609887849,8.992429048589429,0.028724002534692768,High,Warning
56.11676288840868,6.882645553529181,0.00543479131619658,Medium,Normal
93.23156073212164,10.564414842170988,0.04698766774448852,High,Failure
59.31280119116199,6.279473480458194,0.0063833738620970824,Medium,Normal
41.607824767773614,3.1663099909219126,0.009832138984003255,Low,Normal
46.907876241487855,3.250504871902397,0.008214809161046556,Low,Normal
68.58627823093184,5.320812779284318,0.03703251985090214,Medium,Warning
59.75545127122359,7.347434792890606,0.017666293855869382,High,Normal
63.88213682979324,2.0254724043403636,0.02790799885025996,Low,Warning
48.14341023336183,3.9924212696874872,0.00995393416773881,Low,Normal
38.93665025993972,7.351668123273266,0.012289807708521786,High,Normal
38.037933759193294,3.1183393781150492,0.00977915752272209,Low,Normal
58.125258223941984,5.062803284587528,0.01457329444339375,Medium,Normal
63.56240028570823,4.378681352522152,0.013657048426264144,Medium,Normal
49.27989878419666,7.553074676942382,0.013396163140530321,High,Normal
60.03532897892024,5.6376888183784555,0.011541766786017763,Medium,Normal
53.61636025047634,4.402565051605972,0.0124337995040637,Medium,Normal
81.114672040986,12.38097409745353,0.05698619504350487,High,Failure
53.61395605508414,9.210143153289275,0.021749913702189785,High,Warning
83.90393386618204,4.848482444541273,0.02841286086582436,Medium,Warning
49.64173960890049,4.547423634711724,0.003487281841046551,Medium,Normal
65.64643655814007,5.998725790084246,0.009563145901676753,Medium,Normal
23.802548959102555,6.4377330516834625,0.007125091561452567,Medium,Normal
58.21902504375224,2.1998277667664454,0.00993939310765132,Low,Normal
50.870470682381715,4.619997418782777,0.00941700335991635,Medium,Normal
47.009926495341325,2.855317557944245,0.009253137535946858,Low,Normal
50.91760776535502,3.8709154288034116,0.012454642331529858,Low,Normal
30.124310853991073,7.546979969402795,0.009688519418424819,High,Normal
64.41191915937458,7.306845111584139,0.024192477094644095,High,Warning
53.57112571511746,6.177620318057189,0.008422937865600643,Medium,Normal
95.38889232964515,9.44895783481196,0.04172708425246004,High,Failure
44.81729781726352,5.3734044121085605,0.009687002348441127,Medium,Normal
41.91506397106812,3.848799606404093,0.007383755085010694,Low,Normal
44.982429564154636,6.983826414514631,0.015044824244743883,Medium,Normal
59.15402117702074,3.873252080024331,0.013780265341419119,Low,Normal
92.92032867965293,9.003557716496509,0.058768756859331577,High,Failure
44.70239796232961,5.721341027983131,0.005154306869460513,Medium,Normal
80.10249358876246,7.427007900377934,0.020295577325728315,High,Warning
50.9707754934804,7.135875789855022,0.018656231879123304,High,Normal
59.68644990532889,7.598536198046238,0.004284107392002563,High,Normal
42.979469061226474,7.616918044491955,0.014018934972809876,High,Normal
46.723378534022316,8.265341415915154,0.013400578617411535,High,Warning
63.14883543185207,5.361250481785246,0.021030456883873457,Medium,Warning
35.364850518678814,4.110741223837113,0.008827614123798774,Medium,Normal
83.70443763871636,10.355235540249776,0.05449932725510522,High,Failure
52.610552721798896,7.389380372848309,0.015951314208327076,High,Normal
50.05113456642461,4.6549678319211845,0.013682353317525578,Medium,Normal
47.65412866624853,3.180225116945318,0.023501856936188555,Low,Warning
35.84629257949586,6.045236937400283,0.009468754727159443,Medium,Normal
45.79354677234641,2.1052176354067336,0.009736018611423404,Low,Normal
46.572854834732304,2.839867458506468,0.004285560894020614,Low,Normal
62.88224687107314,5.434644908809233,0.028979582781222993,Medium,Warning
48.387142883339905,6.764053989671296,-0.0009437041597596171,Medium,Normal
54.040508568145384,4.338147853466091,0.0011850034841137374,Medium,Normal
68.8618590121053,4.534987069136443,0.011088195917581178,Medium,Normal
51.74577812831839,6.573285347410845,0.012483102276114775,Medium,Normal
52.57550390722764,6.658068219069446,0.006904549020620819,Medium,Normal
84.48019865475158,9.111497080206881,0.0517340524484789,High,Failure
30.812287847009586,7.96626016192015,0.010173285792036395,High,Normal
49.73486124550783,4.34579692021597,0.006433037764734125,Medium,Normal
50.60230209941027,3.506899008247614,0.006308319915598711,Low,Normal
74.63242112485287,4.063212564911266,0.01249293068623871,Medium,Warning
65.24018848102487,2.2707227702677963,0.03933973491739973,Low,Warning
53.015473423336125,10.094281760395432,0.006885039474924054,High,Warning
49.65288230294757,2.3896124961066003,0.010028872920011497,Low,Normal
38.31321962380468,2.00266051236573,0.010477680772459115,Low,Normal
77.43466163959405,4.476797727897708,0.021710799709773243,Medium,Warning
57.519330326867745,2.2402782565664334,0.00886072843449248,Low,Normal
57.910319470430466,5.244033832112244,0.009098482664677875,Medium,Normal
40.906125452052606,8.283440394191835,0.00875939985478842,High,Warning
64.02794310936099,5.3304193117123075,0.007126724307911359,Medium,Normal
35.98148937207719,5.67766366501446,0.011323836451827878,Medium,Normal
89.75480281454293,11.42596457173164,0.04755937263947866,High,Failure
71.90455625809979,2.918009537687869,-0.001303629649969839,Low,Warning
40.09463674869312,4.4153887837407915,0.020752663419154625,Medium,Warning
44.33702270397228,7.109224810321701,0.005174716414224686,High,Normal
50.99651365087641,7.715034382192204,0.004133156504126442,High,Normal
44.96524345883801,5.083222327713636,-0.0011179127115661588,Medium,Normal
34.493365689338674,6.754995904012259,0.018893984471635664,Medium,Normal
50.68562974806027,3.450414028500901,0.005001455578010937,Low,Normal
39.37696286273895,3.769594611790678,0.0004319095183626005,Low,Normal
72.13744616232225,1.7999908364901445,0.02640687828147871,Low,Warning
40.80575765766197,7.218256868594889,0.013078071517841738,High,Normal
65.4993440501754,3.848033473891485,0.007514632430368031,Low,Normal
42.16746707663763,2.3440453038132554,0.0004424637575069241,Low,Normal
46.77938483794324,6.0029087952261495,0.008662076671262007,Medium,Normal
58.135172173696695,7.686724070779363,0.005361036167944785,High,Normal
37.69135683566045,4.257663938035189,0.013217261367088133,Medium,Normal
52.27459934604129,1.4578359799220473,0.00837562872267121,Low,Normal
63.07142754282428,4.352190865851406,0.011894196853828554,Medium,Normal
33.92516765438772,5.478136960735725,0.01442596049497301,Medium,Normal
51.84633858532304,6.190788368601,0.01050372820172864,Medium,Normal
52.598827942484235,6.553507899595727,0.010787448412486602,Medium,Normal
95.58492366818206,12.397336593686433,0.04816488665311512,High,Failure
37.63049289121918,4.482651661264463,0.011212232117245266,Medium,Normal
36.795433869157236,6.371328937308077,0.004298167716896269,Medium,Normal
55.21941565616898,2.353726191522417,0.002860843674608573,Low,Normal
72.19489940584444,3.0623995237810435,0.03653297149324073,Low,Warning
52.504928503458764,3.5456609530344885,0.021237164754448753,Low,Warning
53.46448209496975,4.116352943344877,0.0013098594553927999,Medium,Normal
43.19975278421509,2.234187222124601,0.006752483084367508,Low,Normal
74.64417822073247,6.944307297051137,0.0283333187081124,Medium,Warning
52.93072473298681,2.575748794636815,0.011297963912975741,Low,Normal
42.85648581973632,-0.37675228640130953,0.01133353862851788,Low,Normal
68.65774511144757,6.97310059342972,0.0050339906444668205,Medium,Normal
54.73832920911788,6.031084170898108,0.008212957310991401,Medium,Normal
38.08696502797351,4.878709793844718,0.015633182534564485,Medium,Normal
56.5655360863383,5.9366993142242945,0.010491150936624352,Medium,Normal
40.253183297726785,5.217270255712279,0.0075722927362099225,Medium,Normal
57.87084603742452,7.32723256959369,0.004938166809528501,High,Normal
61.58595579007404,3.4632427222953828,0.014507199719553665,Low,Normal
41.7931768164829,8.470225454933333,0.01074324888536382,High,Warning
92.93998571195476,15.973637798070845,0.05547165479324425,High,Failure
75.25692822359217,3.78704904934614,0.027797050792466242,Low,Warning
58.2206015999449,3.4680864943472205,0.009429446227255767,Low,Normal
86.34091009554115,5.292901302476466,0.01738931297555204,Medium,Failure
47.54611883997129,2.7526797054339354,0.013189136383023867,Low,Normal
42.4626383564251,4.58907503032207,0.02597832746021276,Medium,Warning
72.26740833037292,15.658976864167196,0.05132284024314379,High,Failure
41.841897150345616,5.364985796916218,0.012083265896042392,Medium,Normal
49.228982905858956,9.188614865259272,0.007033751571765356,High,Warning
72.90062435854088,3.4601436033290347,0.029656431539137114,Low,Warning
52.766907993300194,5.904727435970242,0.010747253860269883,Medium,Normal
58.27183249036024,3.935229076951677,0.013880058920093849,Low,Normal
50.13001891877907,4.585902237958335,0.0009941320574197738,Medium,Normal
115.33865452347197,13.87217873049395,0.07613228915593967,High,Failure
47.35343166762044,3.532671920068517,0.0017716429177674561,Low,Normal
99.96502690182945,3.2758049942519847,0.02740331250341481,Low,Failure
56.25667347765006,4.068236160719473,0.011219156261083059,Medium,Normal
41.42842443583717,3.9239756734427935,0.012306776310924906,Low,Normal
39.29107501938888,2.9804292830798906,0.010375048375952243,Low,Normal
54.824724152431855,7.889287255665652,0.012435590074256838,High,Normal
83.5811595144813,10.806924880815195,0.03899393856078421,High,Warning
57.14000494092092,6.66026795159717,0.0031916107780762867,Medium,Normal
54.73237624573545,6.516895670736753,0.010715463753933542,Medium,Normal
49.271710873431275,7.049811688574689,0.009453509047883092,High,Normal
41.532062819315954,2.3282666968589782,0.018685115195037162,Low,Normal
34.851527753141355,4.301024055046143,0.01581215963004872,Medium,Normal
45.53485047932979,6.3736666658136425,0.015918690134070358,Medium,Normal
58.56398794323472,3.769291927701122,0.006934963933125842,Low,Normal
52.14093744130204,7.975754559549553,0.01010713321606123,High,Normal
37.542612212880115,2.5436313421338297,0.01187008755208517,Low,Normal
51.73180925851182,6.640912694279512,0.004981195939965804,Medium,Normal
53.85317379728837,4.107078409296199,0.004314593765210415,Medium,Normal
41.16142563798867,7.101292930372291,0.006235152555493131,High,Normal
51.53725105945528,5.539152548725833,0.006026848436288665,Medium,Normal
87.81211630780038,10.193244582240204,0.046911167692260884,High,Failure
38.57029702169377,6.6398273162296935,0.011670929259924148,Medium,Normal
53.577873603482836,1.5433311047404095,0.009770946578798215,Low,Normal
92.25091526903006,10.248521917406265,0.05626110681942084,High,Failure
99.0231769082682,13.467378934843726,0.04982386517025192,High,Failure
60.53802052034903,5.864466135352449,0.008149879755975533,Medium,Normal
36.22330632042909,-0.37518700390307824,0.007939186590351002,Low,Normal
40.62174960084877,5.46645710151859,0.0008671942888902381,Medium,Normal
55.1503526720866,5.745431781496782,0.008614257382445492,Medium,Normal
55.13785950912209,3.4114624070673196,0.008133996002187425,Low,Normal
55.150476863060476,4.392244299171468,0.006607807743570416,Medium,Normal
124.49655079314876,12.08430975247812,0.0539628326532341,High,Failure
72.12033315439636,6.892432684514322,0.025442135465116415,Medium,Warning
61.35565640180599,0.6701509722844632,0.008093057146688948,Low,Normal
59.54001763493203,4.8854678285347415,0.013777559121131197,Medium,Normal
56.51391251305798,5.959512012716756,0.002730971108303785,Medium,Normal
46.84730755359654,6.251055269830992,0.014717098491049803,Medium,Normal
57.589692204932675,4.562856426387734,0.016604366800102653,Medium,Normal
42.27174785462428,6.147472746342187,0.013918221271743043,Medium,Normal
47.63181393259991,4.852864015108562,-0.0008869107900579803,Medium,Normal
82.01725789088985,12.714455662355785,0.06041498981307977,High,Failure
50.81874139386323,3.329698319475087,0.004113580793247085,Low,Normal
73.14658566673509,3.6743480358547167,0.005400607779533434,Low,Warning
31.32734807408252,5.923106405407852,0.008130756970676702,Medium,Normal
56.86260190374514,6.292639433777813,0.010808186883582021,Medium,Normal
33.87284128810349,6.004608377959743,0.014303687666845512,Medium,Normal
45.280681342105666,4.148630313218355,0.011042784641452202,Medium,Normal
94.96956862988972,12.525000296206514,0.04746027583849408,High,Failure
50.64280019095463,4.975774527519663,0.017768130172967706,Medium,Normal
39.22255222070694,2.796476554892335,0.0155535761786894,Low,Normal
42.84696290740032,3.3668583330330533,0.0020089041206282996,Low,Normal
56.79597748934676,7.922838163858189,0.0005411551697650282,High,Normal
77.13682462337133,10.273163518296506,0.04750127291611368,High,Warning
52.16458589581975,3.9518143373277574,0.008154940515003789,Low,Normal
87.74231311335106,13.397607281013176,0.04869309763564377,High,Failure
76.60744426677641,12.481636373339924,0.047137869159057225,High,Failure
71.43944089325325,9.215953548468939,0.017165568600582364,High,Warning
56.33919022318011,7.300609508781163,0.0036100591026544185,High,Normal
29.74857413342393,2.380391707571684,0.007570403212826815,Low,Normal
51.86454314769428,7.566386720192302,0.008002274844137099,High,Normal
43.38213535231612,3.331912033625431,0.015358265817594651,Low,Normal
58.52433334796224,3.704282506888408,0.013847213129118147,Low,Normal
42.07479261567299,4.067097708473909,0.0010056752116057235,Medium,Normal
48.85263558533101,2.650985335480229,0.0011799117140954066,Low,Normal
73.26253090499192,7.571635304563575,0.028749976730033322,High,Warning
58.657551941701215,3.840395892891846,0.012771784339929391,Low,Normal
37.997035929442234,0.8035238528783086,0.012544001165307628,Low,Normal
46.654987641590516,3.305444157374745,0.01307818604310034,Low,Normal
45.25054688839044,5.395047046324023,0.01681595724123365,Medium,Normal
64.39190962228398,1.5596427317470303,0.029247625809584447,Low,Warning
67.65454240281096,5.539548853732523,0.01653007455679192,Medium,Normal
54.049817109609556,3.223324404278442,0.012892269294450132,Low,Normal
37.391160456649544,7.232298054388961,0.023441151405581378,High,Warning
59.17861947054776,5.910466089882547,0.01487828143244001,Medium,Normal
71.22156197012633,5.160554502045151,0.00940314612251396,Medium,Warning
60.32465260551147,1.901890929545111,0.015170047799169244,Low,Normal
34.80630034045987,2.4206724775891835,0.006424054559404722,Low,Normal
45.15765927133749,3.8432494600146465,0.012238151063737105,Low,Normal
62.669111491866225,4.542411442757722,0.012100983474774007,Medium,Normal
42.92330534381219,8.057526529337919,0.013788755827123926,High,Warning
54.43819428146229,5.592511920238037,0.004315250326157355,Medium,Normal
57.74634053429337,4.233728207571239,0.015816222068037664,Medium,Normal
40.730695284219166,7.950118703471398,0.00925733333447232,High,Normal
49.404746439382,4.819598471362604,0.01591463145574935,Medium,Normal
77.32152087398188,11.044571948415834,0.06970465879442156,High,Failure
39.756123586657104,8.107402797368627,0.011068873657918251,High,Warning
47.4743184860684,6.433146912812798,0.00856184383156001,Medium,Normal
37.52216818035151,5.884864770118339,0.008337537416818768,Medium,Normal
66.32411303931636,6.162476540568088,0.012050299285894212,Medium,Normal
35.69858622039367,4.869455484737502,0.00838874085389974,Medium,Normal
45.599555133030165,5.083182318678155,0.0016469192350749232,Medium,Normal
51.30740577286091,1.8309709743461884,0.009380685478238275,Low,Normal
64.41273289066116,3.582391799001629,-0.0029331048690474943,Low,Normal
35.6413784882056,4.902896168268948,0.004378822229499381,Medium,Normal
61.63163752154959,5.926969253189045,0.004999864937983774,Medium,Normal
89.70016223408919,13.713594563908236,0.052506354317978794,High,Failure
40.18491348952049,9.778749698549884,0.02275694017022007,High,Warning
54.62103474263271,6.57222036879963,0.00775201425622998,Medium,Normal
51.9905969557347,5.49410158180032,0.01161722022401018,Medium,Normal
